Tanko ID,Attribute,Previous Value,New Value,Time Comparison Made
1002530,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1002530,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1002530,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1002530,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1002530,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1007020,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1007020,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1007020,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1007020,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1007020,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1007020,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1014110,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1014110,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1014110,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1014110,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1014110,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1014110,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1003680,INSFIXTURE,Choose...,92W VERD-AO2-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1003680,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1003680,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1003680,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1003680,INSOLDWATT,Choose...,150,2017-10-26 14:03:51.977000
1003680,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1014610,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1014610,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1014610,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1014610,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1014610,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1014610,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1014340,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1014340,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1014340,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1014340,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1014340,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1014340,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1008410,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1008410,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1008410,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1008410,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1008410,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1008410,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1003440,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1003440,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1003440,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1003440,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1003440,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1003440,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1015050,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1015050,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1015050,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1015050,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1015050,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1015050,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1002320,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1002320,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1002320,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1002320,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1002320,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1002320,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1014180,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1014180,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1014180,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1014180,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1014180,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1014180,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1002630,INSFIXTURE,Choose...,51W VERD-AO18-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1002630,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1002630,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1002630,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1002630,INSOLDWATT,Choose...,100,2017-10-26 14:03:51.977000
1002630,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1001610,INSFIXTURE,Choose...,92W VERD-AO2-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1001610,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1001610,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1001610,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1001610,INSOLDWATT,Choose...,150,2017-10-26 14:03:51.977000
1001610,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1002870,INSFIXTURE,Choose...,51W VERD-AO18-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1002870,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1002870,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1002870,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1002870,INSOLDWATT,Choose...,150,2017-10-26 14:03:51.977000
1002870,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1015110,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1015110,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1015110,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1015110,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1015110,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1015110,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1008650,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1008650,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1008650,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1008650,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1008650,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1008650,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1008550,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1008550,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1008550,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1008550,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1008550,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1008550,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1008120,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1008120,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1008120,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1008120,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1008120,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1008120,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1014980,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1014980,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1014980,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1014980,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1014980,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1014980,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1007620,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1007620,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1007620,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1007620,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1007620,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1007620,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1008790,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1008790,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1008790,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1008790,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1008790,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1008790,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1001290,INSFIXTURE,Choose...,92W VERD-AO2-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1001290,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1001290,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1001290,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1001290,INSOLDWATT,Choose...,150,2017-10-26 14:03:51.977000
1001290,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1015390,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1015390,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1015390,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1015390,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1015390,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1015390,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1007830,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1007830,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1007830,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1007830,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1007830,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1007830,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1006920,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1006920,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1006920,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1006920,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1006920,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1006920,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1014120,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1014120,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1014120,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1014120,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1014120,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1014120,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1001230,INSFIXTURE,Choose...,51W VERD-AO18-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1001230,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1001230,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1001230,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1001230,INSOLDWATT,Choose...,100,2017-10-26 14:03:51.977000
1001230,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1003040,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1003040,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1003040,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1003040,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1003040,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1003040,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1014960,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1014960,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1014960,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1014960,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1014960,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1014960,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1002330,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1002330,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1002330,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1002330,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1002330,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1002330,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1007030,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1007030,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1007030,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1007030,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1007030,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1007030,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1014220,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1014220,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1014220,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1014220,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1014220,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1014220,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1003200,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1003200,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1003200,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1003200,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1003200,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1003200,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1002580,INSFIXTURE,Choose...,51W VERD-AO18-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1002580,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1002580,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1002580,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1002580,INSOLDWATT,Choose...,100,2017-10-26 14:03:51.977000
1002580,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1008400,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1008400,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1008400,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1008400,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1008400,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1008400,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1008580,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1008580,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1008580,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1008580,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1008580,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1008580,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1003450,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1003450,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1003450,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1003450,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1003450,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1003450,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1008440,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1008440,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1008440,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1008440,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1008440,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1008440,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1008130,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1008130,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1008130,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1008130,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1008130,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1008130,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1014590,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1014590,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1014590,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1014590,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1014590,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1014590,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1002620,INSFIXTURE,Choose...,51W VERD-AO18-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1002620,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1002620,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1002620,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1002620,INSOLDWATT,Choose...,100,2017-10-26 14:03:51.977000
1002620,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1001620,INSFIXTURE,Choose...,92W VERD-AO2-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1001620,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1001620,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1001620,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1001620,INSOLDWATT,Choose...,150,2017-10-26 14:03:51.977000
1001620,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1002860,INSFIXTURE,Choose...,51W VERD-AO18-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1002860,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1002860,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1002860,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1002860,INSOLDWATT,Choose...,100,2017-10-26 14:03:51.977000
1002860,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1001330,INSFIXTURE,Choose...,92W VERD-AO2-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1001330,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1001330,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1001330,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1001330,INSOLDWATT,Choose...,150,2017-10-26 14:03:51.977000
1001330,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1008640,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1008640,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1008640,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1008640,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1008640,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1008640,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1002230,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1002230,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1002230,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1002230,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1002230,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1002230,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1008560,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1008560,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1008560,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1008560,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1008560,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1008560,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1015500,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1015500,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1015500,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1015500,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1015500,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1015500,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1014260,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1014260,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1014260,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1014260,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1014260,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1014260,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1015370,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1015370,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1015370,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1015370,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1015370,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1015370,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.994000
1014660,INSFIXTURE,Choose...,51W VERD-AO18-D-U-T3-4N7-AP,2017-10-26 14:03:51.994000
1014660,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.994000
1014660,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.994000
1014660,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.994000
1014660,INSOLDWATT,Choose...,100,2017-10-26 14:03:51.994000
1014660,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.994000
1007630,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.994000
1007630,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.994000
1007630,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.994000
1007630,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.994000
1007630,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.994000
1007630,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.994000
1016170,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.994000
1016170,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.994000
1016170,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.994000
1016170,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.994000
1016170,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.994000
1016170,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.994000
1015590,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.994000
1015590,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.994000
1015590,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.994000
1015590,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.994000
1015590,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.994000
1015590,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.994000
1015320,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.994000
1015320,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.994000
1015320,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.994000
1015320,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.994000
1015320,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.994000
1015320,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.994000
1001100,INSFIXTURE,Choose...,92W VERD-AO2-D-U-T3-4N7-AP,2017-10-26 14:03:51.994000
1001100,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.994000
1001100,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.994000
1001100,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.994000
1001100,INSOLDWATT,Choose...,150,2017-10-26 14:03:51.994000
1001100,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.994000
1002940,INSFIXTURE,Choose...,51W VERD-AO18-D-U-T3-4N7-AP,2017-10-26 14:03:51.994000
