Tanko ID,Attribute,Previous Value,New Value,Time Comparison Made
1014940,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1014940,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1014940,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1014940,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1014940,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1014940,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1015210,INSFIXTURE,Choose...,51W VERD-AO18-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1015210,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1015210,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1015210,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1015210,INSOLDWATT,Choose...,100,2017-10-26 14:03:51.977000
1015210,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1002380,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1002380,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1002380,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1002380,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1002380,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1002380,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1014630,INSFIXTURE,Choose...,51W VERD-AO18-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1014630,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1014630,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1014630,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1014630,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1014630,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1014530,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1014530,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1014530,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1014530,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1014530,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1014530,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1006940,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1006940,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1006940,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1006940,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1006940,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1006940,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1008100,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1008100,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1008100,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1008100,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1008100,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1008100,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1015080,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1015080,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1015080,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1015080,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1015080,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1015080,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1002780,INSFIXTURE,Choose...,92W VERD-AO2-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1002780,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1002780,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1002780,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1002780,INSOLDWATT,Choose...,150,2017-10-26 14:03:51.977000
1002780,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1008180,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1008180,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1008180,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1008180,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1008180,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1008180,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1014230,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1014230,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1014230,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1014230,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1014230,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1014230,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1003650,INSFIXTURE,Choose...,92W VERD-AO2-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1003650,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1003650,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1003650,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1003650,INSOLDWATT,Choose...,150,2017-10-26 14:03:51.977000
1003650,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1016180,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1016180,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1016180,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1016180,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1016180,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1016180,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1007010,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1007010,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1007010,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1007010,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1007010,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1007010,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1014010,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1014010,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1014010,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1014010,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1014010,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1014010,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1003430,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1003430,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1003430,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1003430,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1003430,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1003430,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1015230,INSFIXTURE,Choose...,51W VERD-AO18-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1015230,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1015230,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1015230,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1015230,INSOLDWATT,Choose...,100,2017-10-26 14:03:51.977000
1015230,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1014720,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1014720,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1014720,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1014720,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1014720,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1014720,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1014800,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1014800,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1014800,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1014800,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1014800,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1014800,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1014900,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1014900,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1014900,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1014900,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1014900,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1014900,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1003140,INSFIXTURE,Choose...,92W VERD-AO2-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1003140,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1003140,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1003140,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1003140,INSOLDWATT,Choose...,150,2017-10-26 14:03:51.977000
1003140,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1015120,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1015120,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1015120,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1015120,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1015120,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1015120,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1015150,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1015150,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1015150,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1015150,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1015150,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1015150,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1001590,INSFIXTURE,Choose...,51W VERD-AO18-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1001590,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1001590,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1001590,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1001590,INSOLDWATT,Choose...,100,2017-10-26 14:03:51.977000
1001590,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1002840,INSFIXTURE,Choose...,92W VERD-AO2-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1002840,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1002840,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1002840,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1002840,INSOLDWATT,Choose...,150,2017-10-26 14:03:51.977000
1002840,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1014270,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1014270,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1014270,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1014270,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1014270,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1014270,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1015520,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1015520,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1015520,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1015520,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1015520,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1015520,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1014600,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1014600,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1014600,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1014600,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1014600,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1014600,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1015040,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1015040,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1015040,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1015040,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1015040,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1015040,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1014060,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1014060,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1014060,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1014060,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1014060,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1014060,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1002480,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1002480,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1002480,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1002480,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1002480,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1002480,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1001440,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1001440,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1001440,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1001440,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1001440,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1002310,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1002310,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1002310,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1002310,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1002310,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1002310,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1008050,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1008050,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1008050,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1008050,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1008050,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1008050,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1002640,INSFIXTURE,Choose...,51W VERD-AO18-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1002640,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1002640,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1002640,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1002640,INSOLDWATT,Choose...,100,2017-10-26 14:03:51.977000
1002640,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1001600,INSFIXTURE,Choose...,92W VERD-AO2-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1001600,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1001600,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1001600,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1001600,INSOLDWATT,Choose...,150,2017-10-26 14:03:51.977000
1001600,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1015160,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1015160,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1015160,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1015160,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1015160,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1015160,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1014520,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1014520,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1014520,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1014520,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1014520,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1014520,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1003030,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1003030,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1003030,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1003030,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1003030,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1003030,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1015630,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1015630,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1015630,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1015630,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1015630,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1015630,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1008420,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1008420,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1008420,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1008420,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1008420,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1008420,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1006950,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1006950,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1006950,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1006950,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1006950,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1006950,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1008110,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1008110,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1008110,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1008110,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1008110,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1008110,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1014990,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1014990,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1014990,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1014990,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1014990,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1014990,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1015030,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1015030,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1015030,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1015030,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1015030,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1015030,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1002790,INSFIXTURE,Choose...,51W VERD-AO18-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1002790,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1002790,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1002790,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1002790,INSOLDWATT,Choose...,100,2017-10-26 14:03:51.977000
1002790,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1007390,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1007390,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1007390,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1007390,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1007390,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1007390,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1008190,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1008190,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1008190,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1008190,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1008190,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1008190,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1007820,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1007820,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1007820,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1007820,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1007820,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1007820,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1015410,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1015410,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1015410,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1015410,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1015410,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1015410,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1015460,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1015460,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1015460,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1015460,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1015460,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1015460,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1015220,INSFIXTURE,Choose...,51W VERD-AO18-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1015220,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1015220,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1015220,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1015220,INSOLDWATT,Choose...,100,2017-10-26 14:03:51.977000
1015220,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1001220,INSFIXTURE,Choose...,51W VERD-AO18-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1001220,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1001220,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1001220,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1001220,INSOLDWATT,Choose...,100,2017-10-26 14:03:51.977000
1001220,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1001450,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1001450,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1001450,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1001450,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1001450,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1001450,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1014970,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1014970,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1014970,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1014970,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1014970,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1014970,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1014690,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
1014690,INSVOLTAGE,Choose...,120,2017-10-26 14:03:51.977000
1014690,INSPCSC,Choose...,Photocell,2017-10-26 14:03:51.977000
1014690,INSOLDLAMP,Choose...,HPS,2017-10-26 14:03:51.977000
1014690,INSOLDWATT,Choose...,70,2017-10-26 14:03:51.977000
1014690,INSCOMPLET,Not Yet Installed,Installed,2017-10-26 14:03:51.977000
1002530,INSFIXTURE,Choose...,36W VERD-AO16-D-U-T3-4N7-AP,2017-10-26 14:03:51.977000
